X_test,y_test
wetback 128513128514128514128514128514128557,hate_speech
fuckkkkk my nig a g tho he gonna come back,hate_speech
the way this niggah just flinched at this movie was priceless,hate_speech
reasons to be a mermaid no periods no pants perfect hair u get to lure men into their death also free clam8230,neutral
getting every dolla out this bitch,offensive
vintage mickey 127800,neutral
which one of these names is more offensive kike wop kraut wetback jigaboo towelhead gook or redskin,hate_speech
text me bitch,offensive
already kno nicca,offensive
fake niggah they fake,offensive
bitches tweeting last night gtgt like they did something special except be hoes,offensive
bitch for who gap rt im a model yall bitches cant tell me nothin,offensive
i wish faggots like would stop making music rack city was fucking awful get the fuck outta michigan,hate_speech
shoot you and your shorty bitch,offensive
do you think all the rice fags are at mcdonalds,hate_speech
dont sleep on ma niggah chood 128076 128175128175,hate_speech
rape a ho ben lol,offensive
yes you do retard,hate_speech
some negro amigo pulled a gun on nate and i a few weeks ago i was stoked128299128299128299,hate_speech
i like a cool bad bitch she know she sexy but her attitude is like ehh whatever 128533128530,offensive
not just cause of hoes go to jail cause of fucking up hoes bloody n making them call you head honcho,hate_speech
is there a full moon out crazyassholes out in full force and im not talking about muzzies or liberals825265039 and im in the mood to oblige,hate_speech
hey youre a nigger racismisaliveandwellbro learn from other blacks in the league on how to conduct yourself,hate_speech
sometime i wish i wasnt colored,offensive
curse avi for coke because hes a fag and hasnt put it on yet,hate_speech
when u hitting it from the back u gotta call her bitch they love that but dont u dare call em slut,offensive
8220 128514128169rt lemme find out you niggaz letting bitches shit on yo faces8221 128557 niggas is weirdos,hate_speech
bitch stop lien,offensive
y dont that bitch just shoot herself so sick of all those whores,hate_speech
only one problem theres a no pussies allowed sorry,hate_speech
i want some cookies brownies and ice cream 128523,neutral
he wasnt training gook boy doe,neutral
all deze hoes got past demons in em yolo nigga lol hahahahaha,hate_speech
kicking niccas tf outcha mentions like,offensive
these hoes be thinking meat wont slap they ass 128564128075 ainna bruh,offensive
hoes suck my dick cus i look like john stockton hit em wit the choppa luke i am your fatherrr,offensive
the little cunt can just die for all i care,offensive
im seeing more amp more niggers migrating further up liberty rd smh,hate_speech
fredo was a bitch ass nigga how niggas fire over 20 shots at his pops but he didnt get off 1 cuz he dropped the gun smh,hate_speech
swiggety swag i love you too fag,offensive
that makes you an annoying bitch if youre out looking to be offended you cant bitch when youre offended,offensive
this like a retarded wutang clan,hate_speech
stu a rape faced faggot man im sick of this nigga,hate_speech
anything to trash this black president,hate_speech
smoke sum bitch,offensive
fuck off bitch,offensive
stupid white people making my posts relevant to they own life stupid cousintoucher honkie whitetrash blonde,hate_speech
who is dis crack ass cracker,hate_speech
you got some hoes here yet,offensive
i cant take you hoes serious because she everything a nigga need in a woman some of yall just look good amp thats it,offensive
8220 my friends are some insensitive bitches 1285148221,offensive
ur a faggot if you change your name to your bday just so you can get bday tweets this aint fb nigga fuck yo birthday,hate_speech
if yo new niggah cant dress better then me or even close to looking better then me dnt try to make me,offensive
smile at the hoes who hate you,offensive
pats owner is a kike,hate_speech
you always say we dont love these hoes yet yo girl a hoe,offensive
crew neck ass nigguh,hate_speech
or dead 8220 128514 word rt if ya moms calling the cops after she aint heard from you for four days you probably pussy8221,offensive
mentions probably look like a septic tank rt go ahead meme me cosbymeme,neutral
8220 darkskin girls ugly 127383127378 ass bitch,offensive
now beaners drive em,offensive
the word bitch dont apply to all women but all women got a little bitch in em,offensive
faggot,hate_speech
i be like wassup bitch 175 728o728175 huh nothing thats what i thought hoe 728o728 lt 8230,offensive
halloween candy corn bird,neutral
the fact this bird ass nigga took my phone and did a light skin pose in school smh lol,offensive
its parseltounge not basilisk you fucking pussy get it right,offensive
lebron your still a bitch you suck nigger hope you die,hate_speech
theres nothing hotter than a pale albino chick who can play guitar,neutral
there is a company which sells menstrual pads for pet dogs called bitch diapers,offensive
life be my bitch and that hoe move when i say so 128175,offensive
jadeveon clowney tops s latest mock draft hes a once every 15 to 20 year guy 187,neutral
thats why i aint cuffing until im grown af rt these hoes aint loyal,offensive
his balls ashy rt real women do this and real faggots let em do that smh,hate_speech
i have never screamed so much like a little bitch just from a fucking video game im leaving earth iggbye,offensive
i hate when white trash try to act like theyre my equal it only makes it that much clearer how white trash they are,hate_speech
wow do we have another faggot 8220 timatheracer wow do we have another cam hater lol8221gtgt dat dude is nice,hate_speech
shut up fag,hate_speech
it all depends on the female dawg usually thats how it is with these hoes but the genuine women fuck w8230,offensive
controlled the aux cord the whole two and a half hour drive home and didnt repeat a single song bet your boyfriend couldnt do that bitch,offensive
iowa is full of white trash,hate_speech
thank you charlie ff,neutral
good dnt be a sucker for these sad mad bitches,offensive
its hotter than a fast bitch thighs rubbing together while she running a marathon,offensive
ebola sounds like a hood hoe,hate_speech
hearing a bitch tell a story and all u can think is 8220lie lie lie8221 128530,offensive
to the rejects who constantly call my house and are threatening to rape my mom karmas a bitch rot in hell faggots,hate_speech
if the words whore hoe slut prostitute ect werent invented their would be alot more pussy to go round,offensive
your girls pussy smells like sour cream and onions,offensive
can bitches at least wait till its their bday month to put that shit up damm yall stingy,offensive
how many bitches have actually gone to the club in a mini skirt amp js on questionoftheday,offensive
hes a faggot,hate_speech
bitches be having a nigga but want to be another nigga wcw bitch it dont work like that,hate_speech
when u finger a bad light skin bitch,offensive
8220 this bitch comes right in amp gets tooo comfortable i never saw this yo my gut all out i hate u128514128514,offensive
cause hes a faggot,offensive
hay pussy cat 128539128541128075128075,offensive
hear the birds on the summer breeze i drive fast,neutral
pantera 5 minutes alone 5 minutes pussy boyill crush you,hate_speech
yall bitches is fake as shit,offensive
dont be a faggot cover your mouth when you fkn cough or sneeze i got a immune system to keep strong asshole,hate_speech
you think america has crooked lawswomen in other countries get executed in the street for shoningyou american hoes wouldnt make it,offensive
she just want her pussy ate she aint gon text u back afterwards rt who wants to hang out128069,offensive
