text,standardized_label,source
you niggaz get so emotionaaaal you remind me of my bitch,offensive,davidson
side hoes shall only eat side dishes fo ye are what ye eats traprinthions 1017,offensive,original
i know you seeeeen my faceeeee gon send a bitch maa wayyyy,offensive,davidson
you know my motto it aint tricking if shes worth it but fuck first trick later depending on the potency of the pussy,offensive,davidson
we need to grow mullets together so we can get all the bitches and can hate on us,offensive,davidson
my grandpa has better comebacks and hes dead you faggot go outside and let go of your little ass dick for a minute,offensive,davidson
is big cat a fat pussy joke,offensive,original
get your slow ass out my way bitch,offensive,original
the only thing about niccas is they be followers smh be ya self everyone else is taken,offensive,davidson
ratchet bitches be like my name is shaniqua asssofathairsoreal brown get claps it claps right claps,offensive,davidson
idonthavetimefor ratchet hoes,offensive,original
where this brolic bitch at lol,offensive,davidson
this hoe got some issues,offensive,davidson
the niggas who just jumped my brother said that dre was in they hood bitch 131st belongs to us imma going to find you bi8230,offensive,davidson
wow you are a bitch yes thats already been established anything else you have to say,offensive,davidson
boy talk about aspecial kind of stupid far left is a under statement down retarded,offensive,original
exactly so tweet some other shit fuck all that dont be like everybody this aint monkey see monkey do koiya,offensive,davidson
line my shit up with god cards bitch,offensive,davidson
when you stuck in the middle of the jungle but see a bad bitch chillin by the mango tree,offensive,original
scary told to come to her house to fight her and wont even open the door wtf scary ass hoe,offensive,davidson
it sad how bitches wake up being messy like bitch find you another career cause this aint working out for u 128553128175128584128513,offensive,davidson
isnt ebola a type of soup naw nigga its a country my bitch is from there she ebolian,offensive,davidson
trust a bitch i cant wife a bitch i cant,offensive,davidson
i feel bad for these young girls that are already hoes,offensive,davidson
boobs boobs boobs boobs lotta boobs man i make the baddest bitches send me nudes 128525128539,offensive,original
lol u knw dem project bitches be having dem light brown roaches we call dem water bugs 128514128514,offensive,davidson
if you brush off a guys compliment just because you have a boyfriend youre a bitch,offensive,davidson
so wtf u tryna do bitch,offensive,davidson
bussy rt is that avi pussy poppin on a handstand,offensive,davidson
8220 hahaha she to much of a thottie for you8221 never fear captain saveathot is here to save that hoe 128526,offensive,davidson
ok ma texas bitch keep textin me callin cryin stressin me 1041190 bout where i been but i been with another bitch allegedly 10433511043360,offensive,davidson
im a bitch nigga that hurts my feelings and im like so serious,offensive,davidson
got your bitch with me right now,offensive,davidson
128514128514128514 i know who chubb talkin bout lmao definitely not my hoe,offensive,davidson
dat bitch wild as shit lls,offensive,davidson
the city used to have hoesnow them bitches look sick,offensive,davidson
member when bitches put le in front of everything you not foreign mf 128514,offensive,davidson
stop nuttin in these hoes,offensive,davidson
fuck staten island place is for pussies,offensive,davidson
and a hoe gon be a hoe regardless,offensive,davidson
here we go this fat bitch started talking and now will never stop,offensive,davidson
good pussy will make a nigga cum quick shit be over faster than a vine video,offensive,davidson
girls that i dated its okay i aint mad yo unless you stabbed me in the heart no love hoe,offensive,davidson
uh youre trash 128536,offensive,davidson
haha doubt it did you see all them bitches you had at the track field 128561128561 there were soo many 128514128076,offensive,davidson
so i made hey as a short cut for pussy lips in anns phone,offensive,davidson
im bout to delete you thirsty hoes all over the same twitter nigga thats a nobody yall look sooo wack,offensive,davidson
easy pussy doesnt motivate me,offensive,original
i take full pride in the ass my momma has so blessed me with now hers is just ridiculous on all levels her yellow ass got back for years,offensive,davidson
bitch you not either bye 128514,offensive,davidson
8220 black bitches think its ok to clap they hands when they getting into an argument bitch stfu before i steal yo purse8221,offensive,davidson
omg chloe just pulled up to my house like come outside bitch 128514128514128514128514 hella cray,offensive,original
these pussy ass niggas aint bout that life,offensive,davidson
bitch what i like pussy go away u doing to much talking too much i talk with my fist and u can get and yo dad little fuc,offensive,davidson
you need your ass whipped with a whip mr house nigger remember u will always b a nigger to them,offensive,davidson
roses are red and violets are blue and niggers are black you know thats true,offensive,davidson
this my bitch please face,offensive,davidson
basically saying that the pound doesnt belong to us and its english greedy cunts,offensive,davidson
ima make you my bitch 128521,offensive,davidson
arturo keeps calling me ghetto 128532,offensive,original
im getting tired of you telling what the fuck im doing every time im doing something lol peckerwood guy,offensive,davidson
if or dont know you then you are not welcome on saturday bitches privileges,offensive,davidson
idgaf about someone havin a curelet this bitch burn,offensive,davidson
some of yall bitches cant even grow this on yo damn head,offensive,davidson
if i was stranded on an island and could only bring one thing i would bring dora that bitch has everything in that fu,offensive,davidson
didnt know alberta had brampton bitches flourish,offensive,davidson
bitches always think somebody want them or they little coochie lol chilling dont exist nomore iont want yall hoes,offensive,original
always wanted to fuck that bitch thank you god i fucked that bitch,offensive,original
dont let the power of the dollar turn you into a hoe,offensive,original
dont touch me bitch im famous,offensive,davidson
a girl who getting it in school and work i applaud you yall the real bitches yall doing what you do and doing it well,offensive,davidson
haha i call my girl a bitch only cuz she calls me one 128540,offensive,original
if you really know me you know all the problem i go through with all these hating ass bitches,offensive,davidson
jackie a old bamma ass bitch,offensive,davidson
best twitter beef all time was when called out barbara hoe ass for cheating on her college bf with some pa8230,offensive,davidson
got another niggas bitch in my bed right now,offensive,davidson
so six martinis before passing out on the couch after watching eurotrash into the wee hours got it,offensive,original
im in love with mary jane and codine i dont love these hoes,offensive,davidson
ray rice had that bitch of the xans and the lean all in one punch,offensive,original
if she a hoe on social media she a hoe in real life too,offensive,davidson
ofcourse when someone asks what else to eat jackass over here goes brownies big surprise here dingbat,offensive,davidson
im retarded for real im sitting here getting mad thinking my daughter ignoring me then i remember she aint here,offensive,davidson
128064 rt a lotta fck niggas on this here twitter really be talking like bitches,offensive,davidson
i want a girl whose pussy smells like tuna,offensive,davidson
my pussy is aching for ur follow bae,offensive,davidson
never seen yo bitch but i bet i could fuck her on the first day,offensive,original
8220 1285571285571285571285571285571285578221 bitch gotta die 10000 deaths 1285341285578221 128557128557128557128557128557128557128557 gtfoh,offensive,davidson
jen bitch daquan dropped your kids off today keisha bitch i dont got kids jen not no more bitch i swallowed em,offensive,davidson
