text,label
why ya niggas be gassin these wack ass bitches 128553128553,hate_speech
the hoes yall chase want me 128175,offensive
wish i coulda said more to tonight good seeing you fag 128540,hate_speech
if you say one disparaging word about the charlie brown xmas special i will slash the tires on your car,offensive
wish i got hoes like james bond,offensive
ur pal threat2 apostate kufargti cld cut ur neck wsword of islam ampwatch u squeal like a bitch like daniel pearl,hate_speech
hoe dont tweet me,hate_speech
already kno nicca,offensive
this white bitch tried to set me up for a racial war lol bitch its impossible im smarter then you,hate_speech
those niggers disgust me they should have dealt with 100 years ago we wouldnt be having these problems now,hate_speech
trust no man fear no bitch wisewords,offensive
green azz niggas amp yall new bitches condone dat sucka activity dat why they keep doin it,hate_speech
even though a bird can fly it must land on earth,neutral
horrible rt invader zim was trash,hate_speech
john legend is showin this country bitch up on her own song,offensive
charlie brown a christmas story rudolph but only because of the island of misfit toys,neutral
fucking faggot,hate_speech
charlie daniels goes off on 8216satanic evil8217,neutral
good morning coons,hate_speech
burn bitch,hate_speech
imma limit my association with these grade f bitches next year on my life just gone be me and a few ppl dont got time for the bs frfr,offensive
mama told me look rich act poor n neva trip ona bitch dat aint ursgang,offensive
is the realest bitch out here rt,offensive
you niggas talking to these females trying to get some pussy but dont realize youre only boosting their ego and getting curved,offensive
this guy is 100 retarded,offensive
simple minded hoe,offensive
shawty pussy wet the dope drippn wet 128166,offensive
niggah niggah niggah dont believe me just wacthh,hate_speech
lowkey called that faggot a faggot,hate_speech
people get more and more retarded everyday,hate_speech
shine on them hoes,offensive
damn i fuck bitches i guess,offensive
watching forrest gump has taught me that these bitches wanna hoes until theyre tired,offensive
128555128555128555128555128555128532128532128532128532128532128532 this fucking bitch rachel needs to die please,offensive
lol bitch yo display name,offensive
it aint nuttin to cut that bitch offthats why that shit my ring tone 9995,offensive
done that spell check we know you meant fat liberal dyke feminist nazi bitches,hate_speech
this the one128076rt hoes dont be wantin ya nigga they want ya happiness thinkin he gone do 4 them what he does for u128514 silly hoes,offensive
i got a sister she told me stop calling women bitches,offensive
sitting on the deck enjoying a stoneipa watchingsmelling the neighbors burn trash missouri,neutral
but seriously its the only reason i use a mega whatsoever pure favoritism also those sweet fuzzy wings,neutral
your gay stfu dumb monkey,hate_speech
the power of christ compels you to pop that pussy,offensive
8220 127850127850127850127850127850 bitch ass nigga fuck you 1280791280791280791280791280791280771280771280771280771280778221 lt these hoes aint got no manners realtalk,hate_speech
these hoes be acting up,offensive
answer my snapchat faggot butthurt,hate_speech
and now lookin ass niggas and lookin ass bitches will be the terms of 2014 will be overused amp abused in every fucking way,offensive
cleveland nigga im fly we switcharoo bitches no lie,offensive
david is my bitch,offensive
cause these hoes aint loyal these niggas aint either 1041233 when it go down you callin for hitters that you,offensive
fukn wit my nicca luey boi smoking gas jus kickn shit whereyallatwitit,offensive
twerking is ghetto until white people do it hip hop culture is violent amp dangerous until they want to profit of it ht8230,offensive
8220 if i posted pics of everything i do in my life yall hoes would fall in love 8221dont kill em channing,offensive
making up drake dissesgtgt rt cant wait to call it trash and tell everyone that b l u will forver be the goat out of la,neutral
niccas be walking 4 flats to catch a nicca they kno in the club,offensive
aoas you write back bitch lol,offensive
one day im like harry styles is so hot the next day is who tf is this faggot,hate_speech
bitch i got the flameeee,offensive
chase money 128176 not 128581 hoes 128111 12817512817558399583995839958399,offensive
these niggas designing these bitches they got zippers on hoes,offensive
no bitch ass chick flick will ever be as sad as this movie,offensive
seem like da colored folk be gettin in da way lately i just sayin,hate_speech
im jus tryna vaca away from the niggers bro,hate_speech
the midwest of the us is white trash,hate_speech
im not the type to fight no bitch over a nigga im the type to say fucc that amp take his bitch 9995128514128527,offensive
umm bitch hello i was not alive so i clearly dobt have it,offensive
winking emoji im about to fuck her right in the pussy,offensive
theres a different between a slut and a bitch a slut will sleep with anyone a bitch will sleep with anyone but y8230,offensive
californias biggest retards dont forget about holy who just released an amazing ep,hate_speech
niggas love cuffing hoes then acting surprised when they turn out to be hoes,offensive
gotta go get a haircut asap tomorrow aint no bitches looking at me right now and today they all was out the frustration,offensive
fucking douche bro youre a fag,offensive
aint nuttin but a white trash party,hate_speech
big titty bitch lmao fuck it good party,offensive
all racist ntx trash w all hate to see this particular man in wh n not the butler,hate_speech
haha you bitch 128514 really tho it will be good to catch up yo it was pretty fun last time we chilled,offensive
8220 i want pussy for dinner8221,offensive
boi stop aint no hoes in the 11th wardnever have been either thats why nobody knew where our hood wasaint no hoes,offensive
i aint fenna be locked up 23 hours a day beating my dick for a guilty mf who out here fucking free world pussy,offensive
two trash ass passes you know damn well you saw it too on 2nd and 3rd down before santos won the game,offensive
white girls date black guys who hate black culture and they let their stupid ass white girlfriends talk shit and say nig8230,offensive
this bitch is earning 6 figures for shaking ass im so done 128553,offensive
dumb bitch leave me alone,offensive
wait what rt 65 a random number for some pussy,offensive
a bitch can look like a million dollars wit sum garbage ass pussy,offensive
she spelled faggots with an e youre so cool lol,hate_speech
hey faggot spell faggot right you dipshit,offensive
she right rt you spam rt if you eating the pussy you might as well eat the ass,offensive
if youre gonna smoke weed then do you but alcohol is just stupid you faggots are getting more stupid drinking it,offensive
8220 8220 lol i 4got rose been dat nicca tho8221 1 never forget8221lol yee i was trippin,offensive
this niggah pharrell or whatever this niggah name is dont deserve shit for that white ass gay song,hate_speech
my nips are freeeeezingand thats not okay because theyre slicing through my bra 128514,offensive
call a girl a bitch and shell get offended but if u put bad in front shell swear shes a queen,offensive
she a true boss bitch i respect her,offensive
hahahaha youza fuck wigger,hate_speech
insecure much put all you insults in one tweet fucking dumbass dude id wreck you you faggot,hate_speech
thinking about getting my nips pierced,offensive
if you are nice girls they will be bitches to you if you are an asshole girls will want your dick womanlogic,offensive
man most of you coons couldnt jus up in quit yo job if you found out ya boss racist so shut tha fucc up niggas love 8230,hate_speech
fuck this hoe ass professor she looks like an extra from halloween town,offensive
now that halloween is fast approaching please understand this we are a culture not a costume to mock and ridicule,neutral
8220 typical hoe costumes 1 cat 2 nurse 3 bunny 4 police officer 5 themselves8221128129,offensive
